items,sentiment_score_definition,relevance_score_definition,feed
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Chevron  ( CVX ) -Hess' $53B Merger Faces Regulatory Scrutiny"", 'url': 'https://www.zacks.com/stock/news/2195976/chevron-cvx-hess-53b-merger-faces-regulatory-scrutiny', 'time_published': '20231211T121600', 'authors': ['Zacks Equity Research'], 'summary': 'Chevron (CVX) and Hess face heightened FTC scrutiny in its $53 billion deal. Antitrust concerns echo in a dynamic regulatory landscape, impacting industry dynamics.', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/a4/2005.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.207669, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'CVX', 'relevance_score': '0.44809', 'ticker_sentiment_score': '0.254367', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PXD', 'relevance_score': '0.134968', 'ticker_sentiment_score': '0.034886', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HES', 'relevance_score': '0.503424', 'ticker_sentiment_score': '0.183538', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.266101', 'ticker_sentiment_score': '-0.038035', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Occidental Petroleum to buy Permian producer CrownRock for $12 billion, raise dividend', 'url': 'https://www.cnbc.com/2023/12/11/occidental-petroleum-to-buy-permian-producer-crownrock-for-12-billion-raise-dividend.html', 'time_published': '20231211T120110', 'authors': ['Spencer Kimball'], 'summary': 'Occidental Petroleum has agreed to buy CrownRock, a major privately held energy producer that operates in the Permian Basin, for $12 billion.', 'banner_image': 'https://image.cnbcfm.com/api/v1/image/105349869-1532460780123gettyimages-567367207.jpeg?v=1702297417&w=1920&h=1080', 'source': 'CNBC', 'category_within_source': 'Top News', 'source_domain': 'www.cnbc.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}], 'overall_sentiment_score': 0.044817, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'OXY', 'relevance_score': '0.123526', 'ticker_sentiment_score': '0.218772', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PXD', 'relevance_score': '0.123526', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.123526', 'ticker_sentiment_score': '0.066322', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.123526', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'American Institute of Chemical Engineers Honors Organizations and Leaders for Empowering Possibilities', 'url': 'https://www.benzinga.com/pressreleases/23/12/g36173491/american-institute-of-chemical-engineers-honors-organizations-and-leaders-for-empowering-possibili', 'time_published': '20231211T120000', 'authors': ['Globe Newswire'], 'summary': 'NEW YORK, Dec. 11, 2023 ( GLOBE NEWSWIRE ) -- The American Institute of Chemical Engineers ( AIChE ) celebrated the contributions of the companies and the leaders of AdvanSix Inc. and Air Products, and showcased the good works of chemical engineers and their employers, at the 2023 AIChE Gala, ...', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'News', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.389186, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'CC', 'relevance_score': '0.046724', 'ticker_sentiment_score': '-0.099607', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ASIX', 'relevance_score': '0.274834', 'ticker_sentiment_score': '0.339044', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.093289', 'ticker_sentiment_score': '-0.106241', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Business booms on the sidelines of COP28', 'url': 'https://www.reuters.com/business/environment/business-booms-sidelines-cop28-2023-12-11/', 'time_published': '20231211T113600', 'authors': ['Sarah Mcfarlane', 'Simon Jessop'], 'summary': 'Business booms on the sidelines of ...', 'banner_image': 'https://s3.amazonaws.com/arc-authors/reuters/fbb68980-b48c-4418-a7f2-2ce9b13c2759.png', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.212402, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'STECF', 'relevance_score': '0.048621', 'ticker_sentiment_score': '0.114991', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.048621', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Is This Under-the-Radar Electric Vehicle Stock Really As Cheap As It Looks?', 'url': 'https://www.fool.com/investing/2023/12/11/is-this-ev-stock-really-as-cheap-as-it-looks/', 'time_published': '20231211T105600', 'authors': ['Rich Smith'], 'summary': ""Should Albemarle's billions in earnings -- but mere hundreds of millions in free cash flow -- concern you?"", 'banner_image': 'https://g.foolcdn.com/editorial/images/757710/dice-labeled-buy-and-sell-rolling-on-a-stock-chart.jpg', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.976671'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.085923, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'PLL', 'relevance_score': '0.055236', 'ticker_sentiment_score': '-0.107014', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SGML', 'relevance_score': '0.055236', 'ticker_sentiment_score': '-0.107014', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ALB', 'relevance_score': '0.51159', 'ticker_sentiment_score': '0.172973', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.110209', 'ticker_sentiment_score': '-0.04942', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPGI', 'relevance_score': '0.055236', 'ticker_sentiment_score': '0.111848', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LTHM', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.13566', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SQM', 'relevance_score': '0.110209', 'ticker_sentiment_score': '0.13566', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LAC', 'relevance_score': '0.055236', 'ticker_sentiment_score': '-0.107014', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Dangote refinery's diesel and JetA1 to hit the market early next year, petrol to be delayed"", 'url': 'https://africa.businessinsider.com/local/markets/dangote-refinerys-diesel-and-jeta1-to-hit-the-market-early-next-year-petrol-to-be/sm9p4l5', 'time_published': '20231211T074439', 'authors': ['Adekunle Agbetiloye'], 'summary': 'This is because the facility requires a minimum of six million barrels of crude oil to kick-start the full production of refined petroleum products including Automotive Gas Oil ( diesel ) , Premium Motor Spirit ( petrol ) , Jet A1 ( aviation fuel ) , and Dual Purpose Kerosene ( kerosene ) .', 'banner_image': 'https://ocdn.eu/pulscms-transforms/1/_sqktkpTURBXy9jYzAzZTE3ZDJjMmQ2MDdhMWQ1YjY5MzcxMGFhZjdiOS5qcGeSlQMAAM0FAM0C0JMFzQMWzQGu', 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'africa.businessinsider.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.128759, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Exxon Gets More Confident Its Low-Carbon Bets Will Pay Off', 'url': 'https://www.barrons.com/articles/exxon-mobil-stock-low-carbon-oil-bfe4fc20', 'time_published': '20231211T070000', 'authors': ['Avi Salzman'], 'summary': 'Exxon Mobil Gets More Confident Its Lithium and Hydrogen Bets Will Pay Off ...', 'banner_image': 'https://images.barrons.com/im-70091712/social', 'source': 'Barrons', 'category_within_source': 'n/a', 'source_domain': 'www.barrons.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': -0.097047, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.733479', 'ticker_sentiment_score': '-0.157954', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Papua New Guinea in advanced talks with Chinese banks to fund its stakes in LNG megaprojects', 'url': 'https://www.reuters.com/business/energy/papua-new-guinea-advanced-talks-with-chinese-banks-fund-its-stakes-lng-2023-12-11/', 'time_published': '20231211T054200', 'authors': ['Lewis Jackson'], 'summary': 'Papua New Guinea in advanced talks with Chinese banks to fund its stakes in ...', 'banner_image': 'https://s3.amazonaws.com/arc-authors/reuters/9d57d1e4-784b-46ee-9107-4b59de68fd0a.png', 'source': 'Reuters', 'category_within_source': 'Business', 'source_domain': 'www.reuters.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.172782, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'BCMXY', 'relevance_score': '0.091509', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TTE', 'relevance_score': '0.091509', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BACHY', 'relevance_score': '0.091509', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.091509', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Guyana agreed to talks with Venezuela over territorial dispute under pressure from Brazil, others', 'url': 'https://apnews.com/article/guyana-venezuela-essequibo-oil-united-nations-maduro-fd9e3a3275de8d88dc0a0982f8e7cda4', 'time_published': '20231210T204111', 'authors': ['BERT WILKINSON'], 'summary': 'GEORGETOWN, Guyana ( AP ) - The government of Guyana, under pressure from neighboring Brazil and a Caribbean trading bloc, agreed Sunday to join bilateral talks with Venezuela over an escalating territorial dispute. The century-old dispute between the two South American nations recently ...', 'banner_image': 'https://dims.apnews.com/dims4/default/ee8c6af/2147483647/strip/true/crop/6000x3997+0+2/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F14%2Fb6%2F422c0ff543297bc4fd48b96f8280%2F289d3ef4f56840e9a8d2e6b0da9a5db4', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.044098, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.072325', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': '3 Monster Dividend Stocks to Buy Before the New Year', 'url': 'https://www.fool.com/investing/2023/12/10/3-monster-dividend-stocks-buy-before-the-new-year/', 'time_published': '20231210T131500', 'authors': ['Daniel Foelber', 'Scott Levine', 'and Lee Samaha'], 'summary': 'Investing in equal parts of each stock produces a forward yield of 4.9%.', 'banner_image': 'https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F757726%2Fgettyimages-1500346929-1200x800-5b2df79.jpg&op=resize&w=700', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}], 'overall_sentiment_score': 0.352928, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'AEP', 'relevance_score': '0.311335', 'ticker_sentiment_score': '0.396957', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'PXD', 'relevance_score': '0.039944', 'ticker_sentiment_score': '0.157867', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KMI', 'relevance_score': '0.158781', 'ticker_sentiment_score': '0.254381', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.119433', 'ticker_sentiment_score': '0.236206', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Leaders of Venezuela and Guyana to meet amid border dispute', 'url': 'https://www.aljazeera.com/news/2023/12/10/leaders-of-venezuela-and-guyana-to-meet-amid-border-dispute', 'time_published': '20231210T090013', 'authors': ['Al Jazeera'], 'summary': ""The planned meeting comes after Venezuela threatened to annex the oil-rich territory of Esequibo currently in Guyana. Venezuela's President Nicolas Maduro will meet Guyana President Mohamed Irfaan Ali amid a territorial dispute between the two countries, according to a letter from Saint Vincent ..."", 'banner_image': 'https://www.aljazeera.com/wp-content/uploads/2023/12/AP23333728409640-1701446773.jpg?resize=770%2C513&quality=80', 'source': 'Al Jareeza', 'category_within_source': 'n/a', 'source_domain': 'www.aljazeera.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.080378, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.160515', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Tensions are soaring between Guyana and Venezuela over a territorial dispute. Here's what to know"", 'url': 'https://apnews.com/article/venezuela-guyana-essequibo-territory-dispute-maduro-referendum-d956cc4d5d2a70e3a1e762b744e397de', 'time_published': '20231209T161600', 'authors': ['REGINA GARCIA CANO', 'DÁNICA COTO'], 'summary': 'CARACAS, Venezuela ( AP ) - A century-old territorial dispute deepened by the is boiling over between neighbors Guyana and Venezuela. Steeped in patriotism, the Venezuelan government is seizing on the fight to boost support ahead of a presidential election among a population fed up with a ...', 'banner_image': 'https://dims.apnews.com/dims4/default/57ff0d5/2147483647/strip/true/crop/7161x4770+0+2/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F00%2Fe8%2F212140cc51b082efa38f9929c6bf%2F03d564af6ace4b3d931a7a1454fe46f8', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.056073, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'SPGI', 'relevance_score': '0.039878', 'ticker_sentiment_score': '-0.071524', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HES', 'relevance_score': '0.039878', 'ticker_sentiment_score': '0.073435', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.079656', 'ticker_sentiment_score': '0.113406', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'US oil production will keep booming in 2024, setting up a possible showdown with Saudi Arabia', 'url': 'https://markets.businessinsider.com/news/commodities/us-oil-production-outlook-opec-cuts-saudi-arabia-flood-market-2023-12', 'time_published': '20231209T134600', 'authors': ['Aruni Soni'], 'summary': 'US Oil Will Keep Booming in 2024, Setting up Possible Clash With Saudis - Markets Insider ...', 'banner_image': None, 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'markets.businessinsider.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}], 'overall_sentiment_score': 0.090918, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.139265', 'ticker_sentiment_score': '0.036479', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': '3 Things You Need to Know if You Buy Pioneer Natural Resources Today', 'url': 'https://www.fool.com/investing/2023/12/09/3-things-you-need-to-know-if-you-buy-pioneer-natur/', 'time_published': '20231209T114700', 'authors': ['Reuben Gregg Brewer'], 'summary': ""Shares of Pioneer Natural Resources aren't trading in a normal manner, and it could have a big impact on shareholders."", 'banner_image': 'https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F757394%2F23_08_01-a-hand-writing-top-3-on-a-clear-screen-_mf-dload.jpg&op=resize&w=700', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.692272'}], 'overall_sentiment_score': 0.237145, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'PXD', 'relevance_score': '0.112797', 'ticker_sentiment_score': '0.188531', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.112797', 'ticker_sentiment_score': '0.245592', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Beyond Occidental Petroleum: 3 Energy Stocks Taking the World by Storm', 'url': 'https://www.fool.com/investing/2023/12/09/beyond-occidental-petroleum-3-energy-stocks-taking/', 'time_published': '20231209T111700', 'authors': ['Tyler Crowe', 'Matthew DiLallo', 'and Jason Hall'], 'summary': 'These energy stocks look like better investment opportunities than Occidental Petroleum right now.', 'banner_image': 'https://g.foolcdn.com/editorial/images/757423/a-person-in-a-hardhat-and-holding-a-laptop-near-an-energy-facility.jpg', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.206643, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'ENLC', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.197409', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'OXY', 'relevance_score': '0.2827', 'ticker_sentiment_score': '0.304464', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BIPC', 'relevance_score': '0.041251', 'ticker_sentiment_score': '0.070625', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.041251', 'ticker_sentiment_score': '0.237489', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'XOM', 'relevance_score': '0.041251', 'ticker_sentiment_score': '0.045488', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HP', 'relevance_score': '0.204072', 'ticker_sentiment_score': '0.128217', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NEP', 'relevance_score': '0.082393', 'ticker_sentiment_score': '0.036206', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BEP', 'relevance_score': '0.204072', 'ticker_sentiment_score': '0.235034', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NEE', 'relevance_score': '0.082393', 'ticker_sentiment_score': '0.036206', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Intensification of Conflict between Guyana and Venezuela', 'url': 'https://www.financialexpress.com/business/defence-intensification-of-conflict-between-guyana-and-venezuela-3334094/', 'time_published': '20231209T085107', 'authors': ['Guest'], 'summary': 'Venezuela has for decades laid claim to Essequibo, an oil and resource rich region within Guyana. Besides, it is home to 125,000 of the 800,000 population of Guyana. Historically, Essequibo was part of Venezuela during the Spanish Colonisation, which changed when this region was awarded to Guyana ...', 'banner_image': 'https://www.financialexpress.com/wp-content/uploads/2023/12/guyana.jpg', 'source': 'The Financial Express', 'category_within_source': 'n/a', 'source_domain': 'www.financialexpress.com', 'topics': [{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.127521, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.03545', 'ticker_sentiment_score': '0.088455', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Venezuela is not going to war over the Essequibo dispute with Guyana', 'url': 'https://www.financialexpress.com/business/defence-venezuela-is-not-going-to-war-over-the-essequibo-dispute-with-guyana-3333992/', 'time_published': '20231209T054934', 'authors': ['Guest'], 'summary': '""The authoritarian Venezuelan regime of President Maduro is about to invade the small democratic Guyana"" is a typical headline in the war mongering western media these days. Venezuela is not going to invade and occupy the disputed Essequibo region of Guyana to enforce its claim.', 'banner_image': 'https://www.financialexpress.com/wp-content/uploads/2023/12/Venezuela.png', 'source': 'The Financial Express', 'category_within_source': 'n/a', 'source_domain': 'www.financialexpress.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.172255, 'overall_sentiment_label': 'Somewhat-Bearish', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.036037', 'ticker_sentiment_score': '0.089845', 'ticker_sentiment_label': 'Neutral'}]}"
50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'UN takes no immediate action at emergency meeting on Guyana-Venezuela dispute over oil-rich region', 'url': 'https://apnews.com/article/guyana-venezuela-un-oil-dispute-meeting-essequibo-281f713201cb312cb3dbeb3393fefafb', 'time_published': '20231209T034205', 'authors': ['EDITH M. LEDERER'], 'summary': 'UNITED NATIONS ( AP ) - The United Nations Security Council took no immediate action at a closed emergency meeting late Friday requested by Guyana after the vast oil- and mineral-rich Essequibo region that makes up a large part of its neighbor.', 'banner_image': 'https://dims.apnews.com/dims4/default/e88a105/2147483647/strip/true/crop/3091x2059+0+1/resize/599x399!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F75%2Fc3%2F2677e316984cccf66cbefa1ab1dc%2F4a80e0df606b465fbca95afb80419841', 'source': 'Associated Press', 'category_within_source': 'Markets', 'source_domain': 'apnews.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.028962, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'XOM', 'relevance_score': '0.087185', 'ticker_sentiment_score': '-0.009377', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ALIS', 'relevance_score': '0.087185', 'ticker_sentiment_score': '-0.166287', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
